path,predicted,correct,score
/home/k/retail/data/svhn/test/6968.png,27,27,-0.115198
/home/k/retail/data/svhn/test/12094.png,205,205,-0.068353
/home/k/retail/data/svhn/test/1227.png,27,27,-2.269676
/home/k/retail/data/svhn/test/2648.png,87,87,-0.000914
/home/k/retail/data/svhn/test/4158.png,20,185,-2.942855
/home/k/retail/data/svhn/test/3744.png,33,33,-0.001045
/home/k/retail/data/svhn/test/6168.png,16,16,-0.124431
/home/k/retail/data/svhn/test/5736.png,109,109,-0.009621
/home/k/retail/data/svhn/test/2986.png,46,46,-0.000105
/home/k/retail/data/svhn/test/8794.png,31,31,-0.000088
/home/k/retail/data/svhn/test/994.png,28,28,-0.000704
/home/k/retail/data/svhn/test/1322.png,19,11,-2.093470
/home/k/retail/data/svhn/test/1198.png,72,72,-0.002381
/home/k/retail/data/svhn/test/2452.png,60,59,-0.401024
/home/k/retail/data/svhn/test/10888.png,24,24,-0.000445
/home/k/retail/data/svhn/test/5964.png,13,12,-0.799292
/home/k/retail/data/svhn/test/4993.png,273,273,-0.004769
/home/k/retail/data/svhn/test/10550.png,33,33,-0.000721
/home/k/retail/data/svhn/test/12945.png,144,44,-0.767865
/home/k/retail/data/svhn/test/11092.png,64,64,-0.006047
/home/k/retail/data/svhn/test/7958.png,45,45,-0.000456
/home/k/retail/data/svhn/test/11931.png,160,160,-0.000844
/home/k/retail/data/svhn/test/6567.png,1,1,-0.215971
/home/k/retail/data/svhn/test/9839.png,3,3,-0.029572
/home/k/retail/data/svhn/test/2540.png,68,66,-0.514287
/home/k/retail/data/svhn/test/9265.png,42,42,-0.000242
/home/k/retail/data/svhn/test/8207.png,29,29,-0.000869
/home/k/retail/data/svhn/test/7053.png,70,79,-0.044859
/home/k/retail/data/svhn/test/4159.png,162,162,-0.000706
/home/k/retail/data/svhn/test/9232.png,1,1,-0.000275
/home/k/retail/data/svhn/test/1213.png,13,13,-0.328184
/home/k/retail/data/svhn/test/10251.png,26,26,-0.004571
/home/k/retail/data/svhn/test/7630.png,125,125,-0.025784
/home/k/retail/data/svhn/test/1905.png,9,9,-0.030233
/home/k/retail/data/svhn/test/2773.png,36,16,-0.511059
/home/k/retail/data/svhn/test/8389.png,7,7,-0.000446
/home/k/retail/data/svhn/test/6912.png,7,7,-0.001584
/home/k/retail/data/svhn/test/5620.png,41,41,-0.529812
/home/k/retail/data/svhn/test/7105.png,17,17,-0.002216
/home/k/retail/data/svhn/test/5692.png,21,21,-0.001105
/home/k/retail/data/svhn/test/11422.png,16,16,-0.001322
/home/k/retail/data/svhn/test/4308.png,30,30,-0.004183
/home/k/retail/data/svhn/test/4658.png,15,15,-0.013270
/home/k/retail/data/svhn/test/435.png,155,55,-0.304690
/home/k/retail/data/svhn/test/10097.png,109,409,-0.677173
/home/k/retail/data/svhn/test/11659.png,19,48,-1.201239
/home/k/retail/data/svhn/test/914.png,57,57,-0.001353
/home/k/retail/data/svhn/test/11484.png,9,9,-0.000995
/home/k/retail/data/svhn/test/6408.png,43,43,-0.256208
/home/k/retail/data/svhn/test/5566.png,25,25,-0.000436
/home/k/retail/data/svhn/test/12316.png,63,89,-0.762303
/home/k/retail/data/svhn/test/6266.png,3,3,-0.000740
/home/k/retail/data/svhn/test/10281.png,02,202,-0.218506
/home/k/retail/data/svhn/test/3727.png,5,35,-0.024495
/home/k/retail/data/svhn/test/7416.png,2,2,-0.006902
/home/k/retail/data/svhn/test/6897.png,9,9,-1.034592
/home/k/retail/data/svhn/test/8437.png,18,18,-0.000354
/home/k/retail/data/svhn/test/9185.png,18,18,-0.000389
/home/k/retail/data/svhn/test/1099.png,3,43,-0.548329
/home/k/retail/data/svhn/test/6406.png,197,67,-0.956156
/home/k/retail/data/svhn/test/4117.png,54,84,-1.982861
/home/k/retail/data/svhn/test/5110.png,23,23,-0.000149
/home/k/retail/data/svhn/test/11702.png,68,68,-0.008589
/home/k/retail/data/svhn/test/9849.png,27,205,-3.667826
/home/k/retail/data/svhn/test/8791.png,1,1,-0.000732
/home/k/retail/data/svhn/test/10814.png,37,37,-0.000739
/home/k/retail/data/svhn/test/11862.png,161,16,-0.322372
/home/k/retail/data/svhn/test/11138.png,49,49,-0.006129
/home/k/retail/data/svhn/test/12612.png,30,20,-0.637346
/home/k/retail/data/svhn/test/7452.png,81,81,-0.002310
/home/k/retail/data/svhn/test/5448.png,33,33,-0.000285
/home/k/retail/data/svhn/test/12784.png,49,49,-0.132841
/home/k/retail/data/svhn/test/305.png,62,62,-0.000674
/home/k/retail/data/svhn/test/9380.png,105,105,-0.000590
/home/k/retail/data/svhn/test/2478.png,3,3,-0.001182
/home/k/retail/data/svhn/test/74.png,67,67,-0.178158
/home/k/retail/data/svhn/test/4294.png,14,14,-0.000364
/home/k/retail/data/svhn/test/8640.png,3,31,-0.534828
/home/k/retail/data/svhn/test/8544.png,127,127,-0.232531
/home/k/retail/data/svhn/test/11612.png,14,1268,-1.177866
/home/k/retail/data/svhn/test/5816.png,60,60,-0.000448
/home/k/retail/data/svhn/test/9848.png,4,21,-0.149540
/home/k/retail/data/svhn/test/9255.png,14,14,-0.009913
/home/k/retail/data/svhn/test/12738.png,25,25,-0.004001
/home/k/retail/data/svhn/test/2159.png,15,15,-0.001920
/home/k/retail/data/svhn/test/11506.png,17,17,-0.000427
/home/k/retail/data/svhn/test/12732.png,237,237,-0.002195
/home/k/retail/data/svhn/test/786.png,1,17,-0.970668
/home/k/retail/data/svhn/test/12666.png,31,31,-0.450120
/home/k/retail/data/svhn/test/4792.png,12,12,-0.032455
/home/k/retail/data/svhn/test/12386.png,19,134,-0.713059
/home/k/retail/data/svhn/test/5930.png,5,5,-0.110461
/home/k/retail/data/svhn/test/6673.png,14,14,-0.641473
/home/k/retail/data/svhn/test/11149.png,19,19,-0.066154
/home/k/retail/data/svhn/test/671.png,20,20,-0.000731
/home/k/retail/data/svhn/test/10637.png,77,77,-0.001002
/home/k/retail/data/svhn/test/9522.png,37,37,-0.127141
/home/k/retail/data/svhn/test/3879.png,8,19,-1.507522
/home/k/retail/data/svhn/test/10667.png,22,22,-0.188791
/home/k/retail/data/svhn/test/7216.png,49,49,-0.014406
/home/k/retail/data/svhn/test/1931.png,15,15,-0.040026
/home/k/retail/data/svhn/test/7522.png,140,140,-0.001166
/home/k/retail/data/svhn/test/746.png,5,51,-0.133282
/home/k/retail/data/svhn/test/962.png,323,323,-0.000468
/home/k/retail/data/svhn/test/1828.png,2,2,-0.004269
/home/k/retail/data/svhn/test/8453.png,3,3,-0.037532
/home/k/retail/data/svhn/test/6782.png,11,11,-0.144691
/home/k/retail/data/svhn/test/216.png,1,3,-1.599807
/home/k/retail/data/svhn/test/8165.png,44,14,-0.319342
/home/k/retail/data/svhn/test/10450.png,4,31,-2.157606
/home/k/retail/data/svhn/test/12561.png,23,239,-0.367644
/home/k/retail/data/svhn/test/7568.png,44,44,-0.208404
/home/k/retail/data/svhn/test/7807.png,43,34,-3.569140
/home/k/retail/data/svhn/test/7205.png,64,248,-0.912553
/home/k/retail/data/svhn/test/1892.png,15,15,-0.127331
/home/k/retail/data/svhn/test/2636.png,11,20,-1.778184
/home/k/retail/data/svhn/test/5033.png,9,9,-0.000670
/home/k/retail/data/svhn/test/12513.png,114,114,-0.002939
/home/k/retail/data/svhn/test/6479.png,10,10,-0.000189
/home/k/retail/data/svhn/test/1372.png,60,38,-2.526476
/home/k/retail/data/svhn/test/9871.png,2,2,-0.006378
/home/k/retail/data/svhn/test/8467.png,14,14,-0.788962
/home/k/retail/data/svhn/test/10612.png,126,126,-0.003524
/home/k/retail/data/svhn/test/2578.png,358,353,-0.919782
/home/k/retail/data/svhn/test/5805.png,44,44,-0.000870
/home/k/retail/data/svhn/test/10931.png,16,16,-0.003694
/home/k/retail/data/svhn/test/7818.png,143,143,-0.003605
/home/k/retail/data/svhn/test/1735.png,93,93,-0.000438
/home/k/retail/data/svhn/test/3456.png,117,117,-0.003247
/home/k/retail/data/svhn/test/3408.png,10,10,-0.058185
/home/k/retail/data/svhn/test/10799.png,86,86,-0.000184
/home/k/retail/data/svhn/test/2610.png,49,4,-2.646258
/home/k/retail/data/svhn/test/3068.png,90,90,-0.003207
/home/k/retail/data/svhn/test/12203.png,247,247,-0.001507
/home/k/retail/data/svhn/test/12293.png,61,61,-0.061823
/home/k/retail/data/svhn/test/12354.png,47,15,-1.024577
/home/k/retail/data/svhn/test/13.png,104,13,-1.964459
/home/k/retail/data/svhn/test/12742.png,50,50,-0.001748
/home/k/retail/data/svhn/test/10620.png,13,13,-0.001923
/home/k/retail/data/svhn/test/115.png,131,111,-0.136957
/home/k/retail/data/svhn/test/9257.png,13,18,-1.501585
/home/k/retail/data/svhn/test/4059.png,11,4,-1.033233
/home/k/retail/data/svhn/test/6416.png,51,51,-0.484834
/home/k/retail/data/svhn/test/5341.png,74,4,-1.714006
/home/k/retail/data/svhn/test/1978.png,827,397,-0.579792
/home/k/retail/data/svhn/test/9886.png,150,150,-3.725513
/home/k/retail/data/svhn/test/25.png,1,1,-0.000301
/home/k/retail/data/svhn/test/10383.png,25,25,-0.445556
/home/k/retail/data/svhn/test/3458.png,24,24,-0.000628
/home/k/retail/data/svhn/test/12453.png,19,40,-1.272960
/home/k/retail/data/svhn/test/4574.png,47,47,-0.000493
/home/k/retail/data/svhn/test/12226.png,140,140,-0.046061
/home/k/retail/data/svhn/test/7484.png,120,120,-0.000206
/home/k/retail/data/svhn/test/11117.png,1907,7,-1.589850
/home/k/retail/data/svhn/test/4360.png,26,26,-0.000957
/home/k/retail/data/svhn/test/6195.png,122,122,-0.001492
/home/k/retail/data/svhn/test/3.png,6,6,-0.460040
/home/k/retail/data/svhn/test/12632.png,2,5,-1.040115
/home/k/retail/data/svhn/test/3701.png,5,5,-0.009172
/home/k/retail/data/svhn/test/578.png,186,18,-0.796068
/home/k/retail/data/svhn/test/4397.png,68,68,-0.000221
/home/k/retail/data/svhn/test/1890.png,99,99,-0.006402
/home/k/retail/data/svhn/test/8127.png,44,44,-0.001769
/home/k/retail/data/svhn/test/8450.png,19,19,-0.865924
/home/k/retail/data/svhn/test/10737.png,64,87,-1.652119
/home/k/retail/data/svhn/test/164.png,298,289,-1.293222
/home/k/retail/data/svhn/test/10869.png,7,7,-0.737273
/home/k/retail/data/svhn/test/4692.png,10,10,-0.000167
/home/k/retail/data/svhn/test/2617.png,52,32,-0.519489
/home/k/retail/data/svhn/test/2895.png,16,16,-0.001774
/home/k/retail/data/svhn/test/10989.png,39,39,-0.000416
/home/k/retail/data/svhn/test/12765.png,2241,2241,-0.032805
/home/k/retail/data/svhn/test/2979.png,44,44,-0.000329
/home/k/retail/data/svhn/test/8280.png,14,14,-0.085159
/home/k/retail/data/svhn/test/12735.png,20,20,-0.001331
/home/k/retail/data/svhn/test/2048.png,9,9,-0.010638
/home/k/retail/data/svhn/test/9879.png,7,7,-0.396230
/home/k/retail/data/svhn/test/1348.png,57,57,-0.000272
/home/k/retail/data/svhn/test/12555.png,49,49,-0.000425
/home/k/retail/data/svhn/test/5225.png,226,226,-0.000463
/home/k/retail/data/svhn/test/12556.png,40,30,-0.140762
/home/k/retail/data/svhn/test/1057.png,71,71,-0.140785
/home/k/retail/data/svhn/test/11279.png,10,10,-0.001996
/home/k/retail/data/svhn/test/1845.png,97,97,-0.000227
/home/k/retail/data/svhn/test/11694.png,4,14,-0.310495
/home/k/retail/data/svhn/test/461.png,36,35,-0.468059
/home/k/retail/data/svhn/test/11477.png,70,7,-0.000909
/home/k/retail/data/svhn/test/804.png,53,53,-0.000350
/home/k/retail/data/svhn/test/9960.png,14,14,-0.003131
/home/k/retail/data/svhn/test/6669.png,2,2,-0.040862
/home/k/retail/data/svhn/test/1611.png,72,72,-0.555247
/home/k/retail/data/svhn/test/1479.png,186,182,-1.143584
/home/k/retail/data/svhn/test/12485.png,8,8,-0.002062
/home/k/retail/data/svhn/test/12775.png,92,32,-0.301683
/home/k/retail/data/svhn/test/9984.png,11,17,-1.261848
/home/k/retail/data/svhn/test/9953.png,97,87,-0.059246
/home/k/retail/data/svhn/test/4154.png,18,18,-0.027719
/home/k/retail/data/svhn/test/12142.png,26,26,-0.183588
/home/k/retail/data/svhn/test/803.png,3,13,-0.107219
/home/k/retail/data/svhn/test/12434.png,23,87,-3.736283
/home/k/retail/data/svhn/test/6648.png,132,132,-0.014855
/home/k/retail/data/svhn/test/1720.png,127,127,-0.000799
/home/k/retail/data/svhn/test/869.png,78,78,-0.004478
/home/k/retail/data/svhn/test/3527.png,7,7,-0.000189
/home/k/retail/data/svhn/test/1831.png,80,80,-0.000094
/home/k/retail/data/svhn/test/12669.png,237,27,-0.008275
/home/k/retail/data/svhn/test/12236.png,473,872,-0.445475
/home/k/retail/data/svhn/test/3405.png,120,120,-0.000363
/home/k/retail/data/svhn/test/10970.png,29,20,-0.525287
/home/k/retail/data/svhn/test/5347.png,1,68,-0.441845
/home/k/retail/data/svhn/test/1367.png,94,94,-0.000291
/home/k/retail/data/svhn/test/1139.png,8,8,-0.010458
/home/k/retail/data/svhn/test/10256.png,54,54,-0.464391
/home/k/retail/data/svhn/test/8993.png,56,56,-0.052366
/home/k/retail/data/svhn/test/174.png,50,50,-0.000729
/home/k/retail/data/svhn/test/3972.png,56,56,-0.001892
/home/k/retail/data/svhn/test/7117.png,415,415,-0.000320
/home/k/retail/data/svhn/test/11357.png,48,48,-0.010632
/home/k/retail/data/svhn/test/11605.png,10,87,-1.962878
/home/k/retail/data/svhn/test/12298.png,33,33,-0.007062
/home/k/retail/data/svhn/test/3988.png,370,370,-0.111997
/home/k/retail/data/svhn/test/12810.png,72,72,-0.018764
/home/k/retail/data/svhn/test/1060.png,208,208,-0.000215
/home/k/retail/data/svhn/test/2935.png,3,35,-0.308766
/home/k/retail/data/svhn/test/10334.png,170,170,-0.000415
/home/k/retail/data/svhn/test/415.png,70,70,-0.030255
/home/k/retail/data/svhn/test/7540.png,301,211,-2.086841
/home/k/retail/data/svhn/test/2251.png,21,21,-0.000462
/home/k/retail/data/svhn/test/7648.png,28,28,-0.018631
/home/k/retail/data/svhn/test/8096.png,48,48,-0.099918
/home/k/retail/data/svhn/test/6140.png,50,10,-2.000963
/home/k/retail/data/svhn/test/2715.png,14,15,-1.245275
/home/k/retail/data/svhn/test/11598.png,12,136,-3.756259
/home/k/retail/data/svhn/test/10891.png,3,25,-0.118226
/home/k/retail/data/svhn/test/6681.png,129,129,-0.015574
/home/k/retail/data/svhn/test/12977.png,19,19,-0.354245
/home/k/retail/data/svhn/test/281.png,54,54,-0.000856
/home/k/retail/data/svhn/test/2010.png,60,160,-0.303985
/home/k/retail/data/svhn/test/10096.png,2,2,-0.681506
/home/k/retail/data/svhn/test/277.png,10,10,-0.000446
/home/k/retail/data/svhn/test/773.png,190,190,-0.247204
/home/k/retail/data/svhn/test/6853.png,8,38,-0.008928
/home/k/retail/data/svhn/test/11160.png,19,19,-0.027502
/home/k/retail/data/svhn/test/7871.png,38,59,-1.065676
/home/k/retail/data/svhn/test/1543.png,74,74,-0.000114
/home/k/retail/data/svhn/test/9812.png,26,26,-0.001888
/home/k/retail/data/svhn/test/10071.png,29,29,-0.000781
/home/k/retail/data/svhn/test/3220.png,190,20,-4.118765
/home/k/retail/data/svhn/test/1938.png,13,13,-0.206475
/home/k/retail/data/svhn/test/3378.png,22,22,-0.001273
/home/k/retail/data/svhn/test/1765.png,15,15,-0.935350
/home/k/retail/data/svhn/test/3044.png,21,21,-0.007215
/home/k/retail/data/svhn/test/4190.png,49,49,-0.002962
/home/k/retail/data/svhn/test/1457.png,25,25,-0.001613
/home/k/retail/data/svhn/test/6249.png,2,2,-0.656721
/home/k/retail/data/svhn/test/6777.png,81,81,-0.002807
/home/k/retail/data/svhn/test/6975.png,303,305,-0.240319
/home/k/retail/data/svhn/test/8877.png,24,24,-0.048686
/home/k/retail/data/svhn/test/5960.png,70,76,-1.122425
/home/k/retail/data/svhn/test/516.png,7,7,-0.027587
/home/k/retail/data/svhn/test/1874.png,59,39,-0.377697
/home/k/retail/data/svhn/test/2394.png,96,38,-0.272942
/home/k/retail/data/svhn/test/1177.png,5,5,-0.314102
/home/k/retail/data/svhn/test/4732.png,38,48,-0.243438
/home/k/retail/data/svhn/test/8028.png,10,10,-0.000591
/home/k/retail/data/svhn/test/5088.png,14,14,-0.000244
/home/k/retail/data/svhn/test/5973.png,24,24,-0.000541
/home/k/retail/data/svhn/test/7999.png,49,49,-0.008390
/home/k/retail/data/svhn/test/12240.png,44,44,-0.012585
/home/k/retail/data/svhn/test/9862.png,6,6,-0.063179
/home/k/retail/data/svhn/test/10693.png,40,40,-0.005920
/home/k/retail/data/svhn/test/2444.png,245,245,-0.110177
/home/k/retail/data/svhn/test/11562.png,1,1,-0.005818
/home/k/retail/data/svhn/test/7272.png,28,26,-1.204601
/home/k/retail/data/svhn/test/4937.png,76,16,-0.089160
/home/k/retail/data/svhn/test/2152.png,102,102,-0.000432
/home/k/retail/data/svhn/test/7023.png,38,196,-3.214084
/home/k/retail/data/svhn/test/11868.png,50,60,-0.327375
/home/k/retail/data/svhn/test/795.png,75,15,-0.119258
/home/k/retail/data/svhn/test/11235.png,307,307,-0.000700
/home/k/retail/data/svhn/test/9677.png,57,57,-0.000753
/home/k/retail/data/svhn/test/2425.png,17,12,-0.742476
/home/k/retail/data/svhn/test/93.png,67,67,-0.000365
/home/k/retail/data/svhn/test/4689.png,73,73,-1.243979
/home/k/retail/data/svhn/test/6092.png,5,6,-0.954722
/home/k/retail/data/svhn/test/5275.png,47,47,-0.026132
/home/k/retail/data/svhn/test/8472.png,61,1,-1.730643
/home/k/retail/data/svhn/test/8759.png,123,143,-1.109879
/home/k/retail/data/svhn/test/4030.png,20,20,-0.000362
/home/k/retail/data/svhn/test/6860.png,26,26,-0.000690
/home/k/retail/data/svhn/test/7254.png,89,89,-0.000664
/home/k/retail/data/svhn/test/9015.png,15,15,-0.004863
/home/k/retail/data/svhn/test/11773.png,143,143,-0.003941
/home/k/retail/data/svhn/test/10073.png,730,730,-1.636301
/home/k/retail/data/svhn/test/572.png,110,110,-0.002374
/home/k/retail/data/svhn/test/9412.png,30,51,-1.126572
/home/k/retail/data/svhn/test/9917.png,780,780,-0.000822
/home/k/retail/data/svhn/test/12819.png,5,5,-0.000330
/home/k/retail/data/svhn/test/5999.png,8,8,-0.000448
/home/k/retail/data/svhn/test/5660.png,4,3,-0.387020
/home/k/retail/data/svhn/test/753.png,97,94,-0.516113
/home/k/retail/data/svhn/test/7478.png,43,23,-0.816439
/home/k/retail/data/svhn/test/8159.png,7,7,-0.096684
/home/k/retail/data/svhn/test/1879.png,53,53,-0.000087
/home/k/retail/data/svhn/test/208.png,21,21,-0.000290
/home/k/retail/data/svhn/test/11251.png,41,41,-0.001502
/home/k/retail/data/svhn/test/1374.png,470,170,-0.738260
/home/k/retail/data/svhn/test/659.png,9,9,-0.029085
/home/k/retail/data/svhn/test/10317.png,516,516,-0.001379
/home/k/retail/data/svhn/test/12347.png,6,15,-0.188249
/home/k/retail/data/svhn/test/3307.png,23,23,-0.001946
/home/k/retail/data/svhn/test/1508.png,1432,1432,-1.516356
/home/k/retail/data/svhn/test/9868.png,3,3,-0.000288
/home/k/retail/data/svhn/test/3840.png,19,19,-0.000448
/home/k/retail/data/svhn/test/12512.png,15,315,-2.553724
/home/k/retail/data/svhn/test/12193.png,32,32,-0.000266
/home/k/retail/data/svhn/test/895.png,124,124,-0.000533
/home/k/retail/data/svhn/test/10575.png,15,15,-0.000650
/home/k/retail/data/svhn/test/7004.png,29,22,-0.867709
/home/k/retail/data/svhn/test/10914.png,53,53,-0.010862
/home/k/retail/data/svhn/test/1297.png,9,9,-0.001557
/home/k/retail/data/svhn/test/323.png,2,2,-0.040113
/home/k/retail/data/svhn/test/5877.png,2,2,-0.260410
/home/k/retail/data/svhn/test/6203.png,65,65,-0.001513
/home/k/retail/data/svhn/test/3676.png,5,10,-1.559997
/home/k/retail/data/svhn/test/5495.png,8,10,-1.577942
/home/k/retail/data/svhn/test/3973.png,86,86,-0.002028
/home/k/retail/data/svhn/test/5442.png,7,7,-0.000892
/home/k/retail/data/svhn/test/7609.png,10,10,-0.002561
/home/k/retail/data/svhn/test/4548.png,195,195,-0.001606
/home/k/retail/data/svhn/test/7679.png,9,9,-0.447677
/home/k/retail/data/svhn/test/8381.png,74,7,-0.084888
/home/k/retail/data/svhn/test/6472.png,131,131,-0.072577
/home/k/retail/data/svhn/test/4005.png,107,107,-0.074411
/home/k/retail/data/svhn/test/1004.png,177,127,-0.362642
/home/k/retail/data/svhn/test/4585.png,37,36,-0.943666
/home/k/retail/data/svhn/test/4649.png,39,39,-0.001251
/home/k/retail/data/svhn/test/819.png,14,14,-0.001187
/home/k/retail/data/svhn/test/5134.png,45,15,-1.194510
/home/k/retail/data/svhn/test/10690.png,8,43,-1.044413
/home/k/retail/data/svhn/test/10867.png,35,35,-0.217708
/home/k/retail/data/svhn/test/312.png,230,2409,-2.821717
/home/k/retail/data/svhn/test/5065.png,139,103,-2.948616
/home/k/retail/data/svhn/test/7526.png,123,123,-0.151567
/home/k/retail/data/svhn/test/8727.png,30,30,-0.000329
/home/k/retail/data/svhn/test/8619.png,76,70,-0.021552
/home/k/retail/data/svhn/test/12014.png,59,59,-0.098683
/home/k/retail/data/svhn/test/3920.png,177,17,-0.007552
/home/k/retail/data/svhn/test/1360.png,34,34,-0.000295
/home/k/retail/data/svhn/test/1333.png,39,39,-0.000769
/home/k/retail/data/svhn/test/1950.png,40,40,-0.000299
/home/k/retail/data/svhn/test/1329.png,15,15,-0.006145
/home/k/retail/data/svhn/test/5922.png,848,84,-0.111889
/home/k/retail/data/svhn/test/12102.png,17,17,-0.000241
/home/k/retail/data/svhn/test/9946.png,75,75,-0.657899
/home/k/retail/data/svhn/test/23.png,3,9,-0.534911
/home/k/retail/data/svhn/test/688.png,95,18,-0.848582
/home/k/retail/data/svhn/test/8042.png,15,15,-0.001386
/home/k/retail/data/svhn/test/6474.png,28,117,-2.518689
/home/k/retail/data/svhn/test/10715.png,145,145,-0.002494
/home/k/retail/data/svhn/test/2211.png,21,21,-0.026889
/home/k/retail/data/svhn/test/1184.png,148,148,-0.000701
/home/k/retail/data/svhn/test/6200.png,45,10,-2.774280
/home/k/retail/data/svhn/test/7393.png,64,64,-0.019180
/home/k/retail/data/svhn/test/1335.png,25,25,-0.000597
/home/k/retail/data/svhn/test/3850.png,76,76,-0.000296
/home/k/retail/data/svhn/test/5108.png,3,1,-2.632667
/home/k/retail/data/svhn/test/7285.png,46,6,-1.086200
/home/k/retail/data/svhn/test/474.png,23,22,-0.116665
/home/k/retail/data/svhn/test/1588.png,51,51,-0.000515
/home/k/retail/data/svhn/test/1442.png,1095,1095,-0.040010
/home/k/retail/data/svhn/test/12794.png,41,47,-0.364869
/home/k/retail/data/svhn/test/2471.png,4,4,-0.392745
/home/k/retail/data/svhn/test/7326.png,25,25,-0.188679
/home/k/retail/data/svhn/test/7554.png,19,19,-0.005350
/home/k/retail/data/svhn/test/11752.png,38,38,-0.008359
/home/k/retail/data/svhn/test/9386.png,23,23,-0.000986
/home/k/retail/data/svhn/test/2919.png,30,30,-0.000439
/home/k/retail/data/svhn/test/4028.png,17,35,-1.879677
/home/k/retail/data/svhn/test/13044.png,13,15,-2.456830
/home/k/retail/data/svhn/test/2105.png,29,29,-0.002119
/home/k/retail/data/svhn/test/8865.png,81,81,-0.050539
/home/k/retail/data/svhn/test/7363.png,109,103,-0.426282
/home/k/retail/data/svhn/test/8560.png,172,172,-0.000842
/home/k/retail/data/svhn/test/12935.png,16,16,-0.000711
/home/k/retail/data/svhn/test/9529.png,20,20,-0.014948
/home/k/retail/data/svhn/test/11810.png,1,1,-0.000180
/home/k/retail/data/svhn/test/344.png,8,8,-0.727554
/home/k/retail/data/svhn/test/12981.png,63,63,-0.000180
/home/k/retail/data/svhn/test/258.png,31,31,-0.007098
/home/k/retail/data/svhn/test/8846.png,10,107,-0.691871
/home/k/retail/data/svhn/test/7428.png,117,117,-0.009833
/home/k/retail/data/svhn/test/4761.png,151,151,-0.003368
/home/k/retail/data/svhn/test/10371.png,13,8,-3.399438
/home/k/retail/data/svhn/test/7226.png,62,62,-0.028209
/home/k/retail/data/svhn/test/2785.png,72,12,-0.024850
/home/k/retail/data/svhn/test/6571.png,30,25,-3.432661
/home/k/retail/data/svhn/test/1066.png,100,100,-0.000782
/home/k/retail/data/svhn/test/10527.png,181,203,-3.444962
/home/k/retail/data/svhn/test/7589.png,3,3,-0.001430
/home/k/retail/data/svhn/test/6682.png,123,123,-0.033903
/home/k/retail/data/svhn/test/3916.png,55,5,-0.595887
/home/k/retail/data/svhn/test/2645.png,3,3,-0.002501
/home/k/retail/data/svhn/test/2415.png,51,51,-0.003946
/home/k/retail/data/svhn/test/1944.png,14,14,-0.611084
/home/k/retail/data/svhn/test/1544.png,10,11,-3.210041
/home/k/retail/data/svhn/test/6325.png,64,64,-0.005569
/home/k/retail/data/svhn/test/6453.png,17,17,-0.000176
/home/k/retail/data/svhn/test/8635.png,50,59,-0.101245
/home/k/retail/data/svhn/test/5640.png,60,40,-0.464742
/home/k/retail/data/svhn/test/2470.png,3,35,-0.016397
/home/k/retail/data/svhn/test/5928.png,4,41,-0.101008
/home/k/retail/data/svhn/test/2718.png,21,21,-0.044140
/home/k/retail/data/svhn/test/5875.png,47,130,-0.504744
/home/k/retail/data/svhn/test/5323.png,57,57,-0.002634
/home/k/retail/data/svhn/test/10824.png,9,9,-0.000525
/home/k/retail/data/svhn/test/730.png,37,81,-2.922817
/home/k/retail/data/svhn/test/5371.png,3,3,-0.971954
/home/k/retail/data/svhn/test/5890.png,317,317,-0.000181
/home/k/retail/data/svhn/test/10047.png,281,281,-0.345827
/home/k/retail/data/svhn/test/11188.png,21,21,-0.003247
/home/k/retail/data/svhn/test/1454.png,21,21,-0.002071
/home/k/retail/data/svhn/test/5632.png,8,8,-0.000447
/home/k/retail/data/svhn/test/12978.png,10,10,-0.002026
/home/k/retail/data/svhn/test/9478.png,806,806,-0.221917
/home/k/retail/data/svhn/test/5788.png,107,107,-0.001239
/home/k/retail/data/svhn/test/3228.png,12,12,-0.006164
/home/k/retail/data/svhn/test/1033.png,286,305,-2.598911
/home/k/retail/data/svhn/test/1201.png,4,69,-0.851148
/home/k/retail/data/svhn/test/6863.png,63,83,-0.299818
/home/k/retail/data/svhn/test/4279.png,11,11,-0.006115
/home/k/retail/data/svhn/test/8295.png,9,9,-0.000722
/home/k/retail/data/svhn/test/5497.png,187,187,-0.260787
/home/k/retail/data/svhn/test/6425.png,499,499,-0.379115
/home/k/retail/data/svhn/test/6459.png,97,397,-0.741327
/home/k/retail/data/svhn/test/8732.png,17,17,-0.003193
/home/k/retail/data/svhn/test/777.png,15,75,-1.325930
/home/k/retail/data/svhn/test/1530.png,118,118,-1.110832
/home/k/retail/data/svhn/test/10418.png,21,21,-0.001711
/home/k/retail/data/svhn/test/5026.png,51,51,-0.003790
/home/k/retail/data/svhn/test/361.png,5,5,-0.001411
/home/k/retail/data/svhn/test/5627.png,144,144,-0.006481
/home/k/retail/data/svhn/test/3294.png,345,345,-0.001024
/home/k/retail/data/svhn/test/523.png,8,8,-0.001451
/home/k/retail/data/svhn/test/8123.png,99,99,-0.295255
/home/k/retail/data/svhn/test/5232.png,13,15,-1.007570
/home/k/retail/data/svhn/test/6791.png,249,249,-0.038432
/home/k/retail/data/svhn/test/10806.png,30,30,-0.014158
/home/k/retail/data/svhn/test/843.png,60,49,-1.129580
/home/k/retail/data/svhn/test/3238.png,12,12,-0.002350
/home/k/retail/data/svhn/test/10131.png,36,36,-0.442352
/home/k/retail/data/svhn/test/10705.png,47,47,-0.175069
